sorriso,olho_esquerdo,olho_direito,angulo_x,angulo_y,angulo_z,boca_visivel_esq,boca_visivel_dir,olho_visivel_esq,olho_visivel_dir,nariz_visivel,humor
0.57,0.16,0.79,-19.7,-10.11,-13.85,1,1,0,1,0,Feliz
0.71,0.6,0.77,-14.06,-8.05,-10.28,0,1,1,1,1,Neutro
0.44,0.32,0.42,-26.2,1.35,20.28,0,1,1,1,0,Neutro
0.1,0.26,0.57,12.55,23.49,-6.14,1,0,1,0,0,Feliz
0.37,0.74,0.41,-10.72,-26.3,17.84,1,0,1,0,0,Estressado
0.6,0.57,0.19,11.86,24.68,-28.14,0,0,1,0,0,Feliz
0.06,0.88,0.25,-21.71,-9.29,11.19,0,1,0,1,1,Neutro
0.15,0.9,0.68,-2.21,19.37,-23.14,0,1,0,1,1,Estressado
0.31,0.26,0.02,21.74,-22.29,21.09,1,0,0,0,0,Feliz
0.84,0.92,0.69,11.66,16.57,-25.07,1,0,1,0,0,Neutro
0.39,0.3,0.18,14.81,17.58,11.11,1,1,1,0,0,Feliz
0.96,0.99,0.06,23.13,29.07,11.47,1,1,1,0,1,Feliz
0.5,0.33,0.99,11.1,5.03,-19.49,0,0,0,1,0,Estressado
0.49,0.11,0.1,-21.94,-5.66,15.7,1,1,0,0,0,Estressado
0.75,0.77,0.67,-24.8,15.14,22.51,1,0,0,0,0,Feliz
0.24,0.42,0.4,4.19,21.66,10.35,0,0,1,1,0,Neutro
0.89,0.51,0.9,-5.4,28.95,-25.88,1,0,1,0,0,Estressado
0.28,0.71,0.63,-14.04,11.03,12.17,0,0,1,0,0,Neutro
0.68,0.02,0.64,-7.45,5.16,9.62,1,1,0,0,0,Feliz
0.6,0.68,0.35,-25.36,-25.26,-5.68,1,1,0,1,0,Neutro
0.23,0.41,0.59,-12.71,-22.21,-16.48,0,0,0,0,1,Feliz
0.9,0.55,0.81,-21.0,-6.16,8.48,0,0,1,1,0,Cansado
0.7,0.16,0.73,19.18,-27.96,-26.37,1,0,0,1,0,Cansado
0.52,0.83,0.13,5.87,-26.7,26.84,1,1,0,1,0,Feliz
0.42,0.45,0.19,7.49,28.17,-12.3,0,0,1,1,1,Triste
0.02,0.71,0.67,-9.99,0.98,-13.48,0,1,1,1,1,Triste
0.08,0.64,0.33,-15.4,11.17,22.26,0,1,0,1,1,Neutro
0.46,0.73,0.4,11.61,21.97,23.12,0,1,1,1,0,Neutro
0.76,0.24,0.02,-14.9,-10.8,15.08,0,1,0,0,1,Neutro
0.15,0.73,0.77,20.21,13.3,-4.7,1,0,1,1,1,Estressado
0.57,0.71,0.64,-20.77,-22.24,-9.33,0,0,1,1,1,Feliz
0.32,0.59,0.44,11.97,-1.33,-7.03,1,0,1,1,0,Neutro
0.47,0.49,0.08,10.52,23.99,-8.75,1,0,1,1,1,Estressado
0.06,1.0,0.88,-27.81,-22.93,29.97,0,0,0,1,1,Feliz
0.47,0.04,0.0,0.62,-13.98,10.7,0,1,0,1,1,Estressado
0.31,0.59,0.18,-7.58,7.61,-6.28,1,0,0,0,0,Triste
0.69,0.93,0.54,-17.43,18.71,-12.01,1,1,0,0,0,Neutro
0.5,0.68,0.42,28.25,18.94,18.99,1,1,1,0,0,Feliz
0.44,0.29,0.11,-19.9,14.92,-24.82,0,0,1,1,0,Cansado
0.17,0.22,0.67,29.64,11.87,-27.65,1,1,0,0,0,Cansado
0.13,0.38,0.95,-5.91,5.4,24.05,1,1,0,1,0,Cansado
0.89,0.99,0.19,10.81,-6.36,25.8,1,0,0,0,1,Cansado
0.01,0.06,1.0,-28.99,-15.76,29.15,0,0,0,1,1,Estressado
0.32,0.46,0.6,-22.21,-22.22,1.12,1,0,0,1,0,Cansado
0.05,0.34,0.44,-23.33,29.16,14.42,1,1,0,0,0,Cansado
0.18,0.76,0.99,-19.96,21.54,10.67,1,0,1,1,0,Cansado
0.48,0.69,0.68,-16.68,4.05,-27.38,1,0,0,0,1,Estressado
0.66,0.69,0.68,9.74,-10.49,-7.32,1,0,1,1,1,Feliz
0.84,0.19,0.17,10.63,16.34,-8.05,0,0,1,0,1,Feliz
0.18,0.34,0.86,-19.94,-19.74,-22.42,0,1,0,1,1,Feliz
0.27,0.51,0.1,-26.97,16.19,9.71,1,1,1,1,1,Estressado
0.71,0.02,0.18,-6.92,16.37,16.68,1,0,1,1,0,Cansado
0.38,0.24,0.73,-8.52,10.36,-15.75,1,1,0,0,1,Estressado
0.72,0.35,0.97,-27.55,-7.95,11.86,1,0,0,1,1,Cansado
0.38,0.9,0.51,0.64,-3.71,9.41,0,1,1,1,1,Cansado
0.97,0.33,0.3,-17.97,11.83,-24.08,0,1,0,1,0,Cansado
0.57,0.46,0.01,29.77,18.3,20.76,0,0,1,1,0,Feliz
0.1,0.43,0.09,0.65,0.17,5.46,1,1,0,1,0,Estressado
0.15,0.96,0.32,-9.19,15.06,-28.61,1,1,0,1,1,Triste
0.92,0.0,0.46,14.53,19.85,3.37,0,0,0,0,1,Estressado
0.04,0.64,0.88,-0.22,-24.18,20.93,1,0,1,0,0,Triste
0.33,0.12,0.65,-6.71,28.44,-22.57,1,0,0,0,0,Neutro
0.64,0.76,0.72,18.32,25.37,19.51,1,0,1,1,0,Neutro
0.2,0.34,0.52,-3.6,-25.82,-21.62,1,1,1,0,0,Neutro
0.23,0.23,0.07,3.47,-16.66,-22.59,1,0,0,0,0,Estressado
0.33,0.66,0.59,23.41,9.43,13.22,1,0,1,0,1,Feliz
0.01,0.41,0.68,-1.71,8.41,-12.15,1,0,0,1,0,Triste
0.61,0.75,0.25,-29.71,-17.84,3.59,0,0,1,0,0,Feliz
0.15,0.09,0.11,0.29,16.61,-24.92,1,1,1,1,1,Estressado
0.1,0.9,0.52,17.61,21.82,-6.91,1,1,1,1,0,Feliz
0.71,0.6,0.72,16.55,28.47,-16.6,1,1,1,0,1,Cansado
0.19,0.66,0.78,-6.47,11.01,-10.47,0,1,0,0,1,Feliz
0.4,0.28,0.2,2.87,24.75,3.75,0,0,0,1,1,Cansado
0.72,0.4,0.52,22.86,3.69,-19.98,1,1,0,1,1,Feliz
0.25,0.03,0.02,-29.42,8.28,-4.92,0,0,0,1,0,Neutro
0.52,0.09,0.36,-6.95,-15.54,-15.85,1,1,1,0,0,Triste
0.15,0.73,0.56,8.0,-16.02,15.68,0,1,0,1,1,Neutro
0.8,0.46,0.93,15.47,-24.42,-14.1,1,0,1,0,1,Cansado
0.6,0.64,0.1,-8.76,-26.47,-17.73,0,1,1,0,1,Triste
0.53,0.54,0.15,-2.99,-11.56,26.35,0,1,0,0,1,Neutro
0.52,0.13,0.84,24.35,23.75,3.38,0,1,1,1,0,Cansado
0.03,0.9,0.8,-18.77,-29.7,23.4,1,0,0,0,0,Triste
0.78,0.29,0.19,10.13,0.41,-5.24,1,0,1,0,0,Estressado
0.14,0.57,0.02,19.11,-6.98,22.12,1,0,0,1,1,Feliz
0.63,0.8,0.69,-24.9,-6.02,-17.29,0,1,1,0,1,Neutro
0.62,0.2,0.66,-28.7,-5.79,18.14,0,1,1,0,0,Feliz
0.12,0.16,0.76,22.81,24.76,-28.72,1,1,1,1,0,Cansado
0.71,0.91,0.74,-24.88,-11.3,23.65,0,0,0,1,0,Cansado
0.95,0.59,0.75,16.76,-4.35,-25.02,0,0,0,0,0,Triste
0.72,0.38,0.25,10.06,3.19,-23.21,1,0,1,1,0,Neutro
0.94,0.96,0.35,7.91,-13.6,-14.41,1,1,0,1,1,Cansado
0.61,0.31,0.96,22.75,-7.17,4.89,1,1,1,1,1,Neutro
0.93,0.84,0.36,-22.09,2.17,-20.05,0,1,1,1,1,Cansado
0.07,0.6,0.4,1.73,1.01,-13.13,0,1,0,0,1,Estressado
0.01,0.76,0.16,18.35,-18.18,-18.61,0,1,1,0,1,Triste
0.05,0.65,0.78,-26.33,6.65,5.99,1,1,0,0,1,Neutro
0.63,0.22,0.1,-4.76,-26.28,22.91,1,1,1,1,1,Neutro
0.25,0.35,0.19,-10.48,-2.56,-26.86,1,1,0,0,0,Triste
0.84,0.16,0.22,9.62,23.96,10.72,1,1,0,1,0,Triste
0.09,0.82,0.11,22.32,11.14,-9.06,0,1,0,1,0,Feliz
0.21,0.32,0.04,24.51,-4.25,-2.3,0,1,0,1,1,Cansado
0.87,0.33,0.06,-29.08,10.99,-14.98,0,0,0,1,0,Feliz
0.66,0.74,0.49,-1.01,-26.38,11.92,0,1,0,0,0,Neutro
0.46,0.94,0.79,21.23,-18.16,29.98,1,1,0,1,0,Estressado
0.66,0.89,0.85,-3.3,-19.03,4.7,1,1,0,0,0,Feliz
0.81,0.2,0.17,3.66,-12.48,-10.96,1,1,0,0,0,Feliz
0.96,0.86,0.84,14.48,15.07,24.01,0,0,0,0,0,Neutro
0.18,0.54,0.06,29.06,-24.7,-16.53,0,1,0,0,0,Estressado
0.31,0.85,0.43,-20.27,-10.11,-16.7,0,1,0,0,0,Estressado
0.31,0.94,0.92,-26.97,-11.91,-29.69,1,1,1,0,0,Feliz
0.79,0.89,0.38,-21.16,-12.68,-28.07,0,1,0,0,1,Feliz
0.64,0.98,0.87,-29.81,-8.21,1.5,0,0,0,1,1,Feliz
0.69,0.27,0.92,-16.98,17.0,13.16,1,1,1,0,1,Estressado
0.42,0.27,0.5,-24.36,24.65,-27.59,1,1,0,1,1,Feliz
0.5,0.9,0.08,-28.51,9.55,18.04,1,1,0,0,0,Neutro
0.57,0.31,0.86,-10.58,3.81,1.31,1,1,1,1,1,Neutro
0.24,0.78,0.24,19.37,-0.72,-3.26,0,0,0,1,1,Triste
0.63,0.19,0.52,-15.0,-15.47,-19.2,0,1,0,1,1,Triste
0.65,0.13,0.98,-11.66,-2.37,8.12,0,0,0,0,1,Estressado
0.7,0.47,0.92,28.43,-24.83,22.15,1,0,1,0,1,Triste
0.03,0.83,0.02,10.74,9.83,-6.13,0,1,1,0,0,Triste
0.22,0.07,0.39,-11.21,-6.77,20.47,1,1,0,1,0,Feliz
0.45,0.7,0.35,25.69,-23.5,-2.96,0,0,1,1,0,Estressado
0.64,0.1,0.95,25.35,-7.7,-1.43,0,0,0,0,0,Neutro
0.89,0.69,0.53,13.58,7.01,-13.71,1,0,1,1,0,Triste
0.41,0.24,0.88,-4.48,25.48,8.17,0,0,0,1,1,Triste
0.49,0.52,0.92,7.09,4.65,2.9,1,0,1,0,0,Estressado
0.86,0.04,0.41,-24.04,-19.31,-17.42,1,0,1,0,1,Feliz
0.29,0.88,0.4,-25.3,-29.9,-18.12,1,0,0,1,0,Cansado
0.31,0.77,0.53,-19.52,29.83,-2.04,0,0,1,1,1,Neutro
0.67,0.7,0.63,10.89,0.81,28.14,1,0,1,1,1,Neutro
0.68,0.01,0.18,5.72,0.48,-12.32,0,0,1,1,0,Triste
0.41,0.37,0.86,17.7,-25.75,27.02,0,1,1,0,1,Estressado
0.92,0.02,0.9,-11.76,18.04,-10.61,1,1,0,0,0,Cansado
0.14,0.91,0.63,21.03,-12.07,25.86,1,0,0,1,1,Neutro
0.85,0.59,0.47,5.5,18.02,-3.83,0,1,1,0,0,Feliz
0.61,0.12,0.45,18.33,17.11,-17.73,1,1,1,1,1,Neutro
0.35,0.25,0.34,5.02,-11.24,4.93,1,1,0,0,0,Estressado
0.81,0.86,0.66,-14.93,-28.99,-8.71,0,1,1,1,1,Triste
0.12,0.65,0.45,-13.69,-20.88,9.76,1,1,1,0,0,Estressado
0.22,0.93,0.31,3.13,-8.24,-23.54,0,0,1,1,0,Cansado
0.06,0.02,0.71,23.72,-2.99,5.46,0,0,1,0,1,Cansado
0.94,0.76,0.82,11.55,-1.23,-18.21,0,1,0,1,1,Cansado
0.9,0.46,0.3,-24.63,3.56,-1.81,1,0,0,1,1,Cansado
0.23,0.68,0.55,19.57,5.01,-7.71,1,1,1,1,1,Estressado
0.04,0.94,0.43,2.82,-29.86,-9.76,0,1,1,1,0,Estressado
0.35,0.44,0.9,13.01,-19.66,-4.58,0,0,1,1,1,Estressado
0.14,0.58,0.03,18.91,15.74,23.32,0,0,1,0,1,Triste
0.59,0.13,0.77,-0.89,5.85,18.22,1,1,1,0,1,Triste
0.89,0.01,0.67,-20.72,-0.02,-10.1,1,1,1,0,0,Estressado
0.27,0.34,0.1,1.84,17.34,-12.4,1,0,0,0,1,Neutro
0.15,1.0,0.42,21.95,18.19,-7.41,0,1,1,1,0,Estressado
0.12,0.84,0.15,8.99,26.19,-23.16,0,1,0,1,0,Feliz
0.41,0.83,0.38,23.32,18.88,17.76,1,0,0,0,0,Neutro
0.63,0.11,0.35,-20.79,11.75,3.44,0,0,1,0,1,Estressado
0.57,0.48,0.43,-6.12,-8.78,-1.24,1,1,0,1,0,Neutro
0.67,0.96,0.7,26.61,-15.59,-6.04,1,1,1,1,0,Feliz
0.13,0.85,0.8,11.85,-19.15,-7.32,0,0,1,1,0,Estressado
0.88,0.47,0.15,29.22,20.19,19.7,1,0,0,1,0,Neutro
0.44,0.54,0.24,29.82,-22.63,-23.66,1,1,0,0,1,Neutro
0.4,0.85,0.19,-27.13,7.95,15.21,0,1,1,0,1,Triste
0.82,0.54,0.14,-9.04,24.99,27.71,0,1,1,0,0,Cansado
0.99,0.15,0.49,-2.13,26.03,9.58,0,1,1,1,1,Triste
0.77,0.94,0.18,1.9,-3.74,-10.34,0,0,1,0,1,Triste
0.82,0.03,0.08,-3.89,6.82,29.33,1,1,1,0,1,Feliz
0.59,0.95,0.21,-29.08,16.94,26.74,1,0,0,0,0,Cansado
0.81,0.53,0.95,1.39,17.86,-26.25,1,1,0,0,1,Triste
0.36,0.05,0.82,-28.79,-16.1,-7.79,1,0,1,1,0,Triste
0.66,0.61,0.12,-25.82,19.41,-11.26,0,0,1,0,1,Cansado
0.99,0.05,0.35,-15.52,-15.85,9.14,1,0,1,1,0,Cansado
0.43,0.75,0.25,13.6,25.18,-15.16,0,1,0,1,1,Feliz
0.13,0.61,0.86,-29.34,28.49,-24.28,0,0,1,0,0,Triste
0.3,0.1,0.88,-4.44,19.08,-14.3,0,1,1,1,1,Neutro
0.19,0.51,0.78,24.16,-9.47,4.77,0,1,1,1,0,Estressado
0.97,0.61,0.88,-11.89,-17.28,26.72,1,0,0,1,1,Triste
0.72,0.14,0.6,-9.07,10.99,-29.37,1,1,1,1,1,Neutro
0.98,0.59,0.92,-2.47,23.37,25.6,0,1,0,0,0,Triste
0.71,0.1,0.97,-11.95,-24.1,-29.77,1,0,1,1,1,Cansado
0.64,0.5,0.82,6.25,15.81,15.8,1,0,0,0,0,Triste
0.12,0.69,0.06,28.62,-15.87,23.21,1,0,0,1,0,Feliz
0.92,0.65,0.05,-22.65,-25.03,11.28,0,1,0,1,0,Estressado
0.04,0.02,0.45,9.1,9.45,-23.84,1,0,1,1,1,Triste
0.51,0.18,0.4,29.9,27.62,0.57,1,1,1,0,1,Triste
0.16,0.54,0.4,-28.29,23.73,13.83,0,0,0,1,0,Neutro
0.45,0.81,0.57,8.7,-20.24,-5.14,1,0,0,0,0,Feliz
0.35,0.82,0.61,-2.8,-5.09,22.58,1,1,1,1,0,Cansado
0.51,0.97,0.87,17.2,-28.47,3.6,1,0,1,0,0,Feliz
0.59,0.72,0.72,29.15,-18.96,5.07,0,1,0,1,0,Feliz
0.51,0.97,0.0,7.12,9.62,-9.66,1,0,1,0,1,Feliz
0.42,0.94,0.47,24.23,-20.67,20.74,0,0,1,1,0,Estressado
0.16,0.37,0.85,17.81,-25.17,1.66,0,1,0,0,0,Neutro
0.24,0.98,0.86,22.76,20.23,11.78,1,0,0,0,1,Estressado
0.34,0.0,0.8,-8.5,-17.22,-8.91,1,0,0,0,0,Neutro
0.06,0.81,0.94,4.01,-11.24,10.77,1,0,0,0,0,Estressado
0.99,0.64,0.7,-17.41,18.11,23.88,1,1,1,0,1,Estressado
0.45,0.02,0.84,20.46,29.91,-13.27,0,1,0,0,0,Triste
0.72,0.03,0.13,-1.86,-17.98,14.84,1,0,0,0,0,Estressado
0.4,0.97,0.44,15.66,-29.15,17.58,1,1,0,1,0,Neutro
0.15,0.96,0.45,-19.64,28.01,-15.19,0,0,1,1,1,Feliz
0.11,0.25,0.34,14.73,10.95,28.19,0,1,0,1,1,Neutro
0.65,0.0,0.63,-1.6,16.66,6.79,1,1,1,0,1,Cansado
0.01,0.86,0.84,-7.31,0.57,5.49,0,0,0,0,0,Neutro
0.76,0.33,0.16,13.44,2.23,29.08,0,0,0,0,0,Feliz
0.65,0.91,0.34,-11.01,29.42,6.25,0,1,0,0,0,Neutro
0.4,0.73,0.5,-12.74,-19.25,-4.54,0,0,1,1,1,Feliz
0.47,0.67,0.98,-0.86,-16.68,-28.41,1,1,1,0,1,Cansado
0.91,0.7,0.93,16.35,12.34,-26.78,0,1,0,0,1,Neutro
0.63,0.29,0.23,-20.8,-13.54,18.64,1,0,0,1,1,Estressado
0.7,0.15,0.79,5.17,13.44,25.28,0,0,1,1,1,Estressado
0.93,0.4,0.95,-0.59,-2.2,-22.68,0,0,0,0,1,Triste
0.87,0.27,0.29,8.25,-24.36,20.56,1,0,1,0,1,Cansado
0.64,0.16,0.21,-20.22,9.02,-24.95,0,1,0,1,1,Triste
0.48,0.26,0.83,24.83,-18.12,9.61,0,1,1,1,0,Feliz
0.24,0.47,0.37,15.45,26.51,16.77,1,0,1,0,1,Feliz
0.46,0.29,0.09,-13.94,8.34,-23.0,1,1,0,0,1,Estressado
0.38,0.56,0.61,21.05,15.2,-18.16,0,1,0,0,1,Neutro
0.86,0.04,0.51,-15.33,-0.33,5.41,1,1,1,1,1,Estressado
0.59,0.8,0.3,-12.0,18.13,22.21,0,0,1,0,1,Feliz
0.67,0.22,0.42,-12.87,25.14,11.39,1,0,1,1,0,Estressado
0.04,0.43,0.3,26.27,7.46,3.83,0,0,0,1,1,Triste
0.41,0.51,0.26,1.28,-28.79,17.89,0,1,1,1,0,Cansado
0.25,0.73,0.95,7.28,-15.97,-24.3,1,1,0,1,0,Estressado
0.26,0.11,0.42,13.46,14.47,-16.88,1,1,0,1,1,Feliz
0.67,0.14,0.1,2.79,-17.27,29.24,1,1,0,1,0,Neutro
0.16,0.45,0.62,-22.81,24.13,-19.43,1,0,0,0,0,Estressado
1.0,0.23,0.73,-16.09,-2.57,25.75,0,1,1,1,0,Feliz
0.99,0.69,0.05,28.95,-29.84,20.24,0,0,1,0,0,Estressado
0.23,0.26,0.62,-9.29,17.6,-26.58,0,0,1,0,0,Estressado
0.04,0.79,0.04,3.33,8.61,7.05,1,0,0,0,0,Feliz
0.2,0.93,0.27,-4.06,-15.8,17.31,1,0,0,0,1,Cansado
0.2,0.51,0.78,12.36,3.42,18.53,0,1,0,0,1,Cansado
0.3,0.39,0.26,-22.87,13.85,6.64,1,1,0,0,1,Feliz
0.16,0.1,0.29,-0.2,-28.32,29.92,0,1,0,0,1,Cansado
0.77,0.15,0.34,0.5,15.67,-3.76,1,0,0,0,1,Neutro
0.98,0.26,0.29,-14.97,-13.86,9.73,1,0,1,0,0,Estressado
0.44,0.14,0.23,-8.76,-16.48,12.43,0,1,1,1,0,Feliz
0.5,0.01,0.9,-4.78,-20.56,-9.56,1,0,1,1,1,Estressado
0.26,0.92,0.9,10.65,-4.72,4.81,0,0,0,1,1,Feliz
0.84,0.59,0.82,0.29,-27.01,25.1,0,1,0,0,0,Estressado
0.06,0.24,0.9,26.37,-27.0,17.73,0,0,1,1,1,Triste
0.41,0.66,0.27,-6.54,-19.07,-12.37,1,1,0,0,1,Triste
0.96,0.72,0.57,-20.42,-12.62,6.77,0,0,0,1,1,Neutro
0.11,0.92,0.27,23.72,28.22,-1.86,0,1,0,0,0,Triste
0.1,0.53,0.75,-7.38,15.06,17.39,0,0,0,1,1,Feliz
0.09,0.86,0.86,-1.33,-5.44,16.01,0,1,0,1,1,Neutro
0.55,0.64,0.83,18.05,-22.86,-19.51,1,1,0,0,0,Neutro
0.53,0.54,0.44,-21.37,16.73,5.75,1,1,1,1,1,Estressado
0.83,0.67,0.77,28.94,4.23,-14.12,1,1,1,1,0,Triste
0.61,0.07,0.41,-15.31,22.05,-12.74,0,0,0,1,1,Cansado
0.07,0.64,0.9,12.38,-6.18,-7.65,0,0,1,1,0,Cansado
0.17,0.82,0.55,5.95,26.6,-17.51,0,1,0,1,1,Estressado
0.8,0.07,0.11,-28.56,17.74,1.43,0,0,0,1,1,Estressado
0.53,0.6,0.78,18.16,4.73,11.17,1,1,0,0,0,Neutro
0.4,0.67,0.65,-21.84,-24.7,17.01,0,1,0,0,0,Cansado
0.98,0.74,0.22,-29.33,10.69,14.23,0,0,0,0,1,Triste
0.95,0.2,0.21,17.24,-27.65,-26.69,0,1,1,1,1,Cansado
0.58,0.54,0.75,4.65,14.58,-2.61,0,1,0,1,1,Cansado
0.84,0.39,0.08,-23.5,29.01,-5.76,1,0,0,0,0,Triste
0.08,0.41,0.55,-3.65,-4.76,24.84,1,0,1,1,0,Cansado
0.67,0.46,0.9,25.94,-11.95,-8.06,1,0,0,0,0,Triste
0.96,0.6,0.34,21.88,-3.74,28.56,0,1,0,1,1,Triste
0.28,0.93,0.46,7.52,27.63,14.02,1,1,0,0,1,Estressado
0.86,0.66,0.38,-20.62,11.46,-20.93,0,0,0,0,1,Cansado
0.03,0.67,0.4,26.53,14.14,21.65,1,1,1,0,1,Neutro
0.05,0.19,0.79,-8.86,3.97,-8.54,1,1,0,0,1,Estressado
0.5,0.29,0.64,26.42,-12.8,-11.93,0,0,0,1,0,Cansado
0.77,0.19,0.34,-19.04,22.46,22.9,0,0,1,0,0,Feliz
0.59,0.86,0.59,19.76,12.33,-14.62,0,0,0,0,0,Feliz
0.55,0.96,0.83,-25.16,25.13,-3.89,1,1,1,1,0,Feliz
0.7,0.14,0.77,-23.57,21.07,15.74,1,1,1,1,1,Neutro
0.44,0.96,0.14,-0.29,-1.61,12.18,0,1,0,1,1,Neutro
0.1,0.0,0.29,12.33,-3.53,-28.3,0,1,0,0,1,Feliz
0.89,0.82,0.23,-15.91,-0.39,23.34,1,1,1,1,0,Cansado
0.33,0.83,0.41,-17.31,-7.7,20.51,0,0,1,0,0,Estressado
0.91,0.32,0.89,-24.03,18.18,12.05,1,1,0,1,1,Estressado
0.69,0.08,0.53,-7.67,-12.97,-13.98,1,1,0,1,0,Cansado
0.52,0.86,0.98,-15.75,2.24,28.63,1,0,1,0,1,Cansado
0.16,0.83,0.7,-11.43,17.44,-8.85,0,1,0,0,0,Triste
0.63,0.35,0.54,27.89,13.3,-27.06,1,1,1,0,0,Cansado
0.88,0.2,0.31,-11.56,28.56,20.12,0,0,1,0,0,Feliz
0.32,0.05,0.28,-25.72,-9.51,23.12,1,0,1,1,1,Triste
0.18,0.61,0.13,2.07,-19.94,-0.47,1,0,0,1,0,Neutro
0.95,0.37,0.67,17.11,12.84,23.84,0,0,1,1,1,Cansado
0.28,0.36,0.35,-12.11,3.13,-22.59,1,0,0,0,0,Neutro
0.15,0.8,0.71,-26.47,-8.58,-8.2,0,0,0,0,1,Estressado
0.86,0.69,0.98,-10.21,16.77,-0.41,1,1,0,1,0,Feliz
0.78,0.49,0.94,-15.63,17.88,14.78,0,1,0,1,0,Triste
0.76,0.45,0.57,-7.48,-18.52,-16.2,0,1,0,0,1,Estressado
0.28,0.19,0.52,-28.78,22.76,-25.76,1,0,0,1,1,Feliz
0.35,0.05,0.62,-18.53,5.87,-26.63,0,1,0,0,1,Feliz
0.28,0.41,0.44,25.35,15.06,-27.08,1,1,0,1,0,Estressado
0.35,0.31,0.79,-23.54,-5.56,12.73,1,0,1,1,1,Estressado
0.46,0.23,0.06,-10.9,-23.4,-20.27,1,1,0,0,0,Cansado
0.08,0.88,0.23,-9.78,12.47,-14.39,0,1,1,1,0,Triste
0.61,0.94,0.24,17.85,14.29,25.45,0,0,0,1,0,Cansado
0.55,0.6,0.18,-27.64,20.46,-18.81,1,0,0,0,0,Neutro
0.3,0.24,0.43,-3.94,-9.38,-4.34,0,1,0,0,1,Cansado
0.7,0.95,0.74,9.27,9.79,-28.18,1,1,0,1,1,Estressado
0.09,0.05,0.3,-28.88,-24.72,13.54,0,1,1,1,0,Feliz
0.39,0.94,0.22,-14.19,-12.2,13.37,1,0,0,1,1,Feliz
0.05,0.52,0.58,-16.34,-2.09,-18.72,1,1,1,1,0,Neutro
0.6,0.7,0.2,10.2,10.19,11.42,1,0,1,0,0,Estressado
0.76,0.88,0.97,8.25,3.48,-5.75,1,0,1,1,0,Feliz
0.75,0.34,0.17,25.25,13.99,-20.55,0,0,1,0,1,Cansado
0.07,0.9,0.48,-14.44,4.1,-19.2,0,0,0,1,0,Cansado
0.87,0.89,0.56,13.35,13.34,16.78,0,0,1,0,1,Feliz
0.15,0.46,0.42,-13.38,12.81,-15.32,0,1,1,0,0,Feliz
0.29,0.75,0.19,26.0,-20.71,-0.97,0,1,0,0,1,Neutro
0.39,0.24,0.05,26.98,21.41,5.04,1,0,0,0,1,Neutro
0.19,0.17,0.77,22.9,-6.99,8.28,0,1,0,1,1,Estressado
0.17,0.79,0.05,25.51,29.31,-9.73,1,0,0,1,0,Estressado
0.82,0.44,0.5,-24.01,15.49,-28.73,0,1,1,0,1,Estressado
0.41,0.39,0.41,24.68,28.76,-12.49,0,1,1,0,1,Neutro
0.02,0.08,0.96,13.82,-13.73,-8.74,1,1,0,0,0,Feliz
0.81,0.57,0.68,2.15,-19.2,-19.73,1,0,1,0,1,Feliz
0.19,0.85,0.27,1.3,-25.12,21.97,1,1,0,0,0,Estressado
0.4,0.05,0.25,12.43,26.68,-5.15,1,1,1,1,1,Triste
0.24,0.3,0.25,27.02,-19.32,-23.13,1,1,1,1,1,Feliz
0.55,0.14,0.31,-9.96,18.64,-24.24,1,0,1,1,1,Cansado
0.08,0.03,0.43,-9.4,21.02,-4.73,1,0,0,1,1,Cansado
0.47,0.53,0.25,7.06,-9.33,22.47,0,0,1,0,0,Triste
0.04,0.4,0.77,27.18,10.4,-2.62,0,1,0,0,0,Triste
0.9,0.81,0.09,24.77,11.51,-25.73,1,1,0,0,1,Triste
0.36,0.79,0.54,-1.36,21.6,-25.94,0,1,1,0,1,Cansado
0.25,0.56,0.89,26.63,8.07,-24.36,0,0,1,0,1,Estressado
0.78,0.41,0.74,2.7,14.35,4.25,0,1,1,1,0,Neutro
0.15,0.62,0.24,-29.59,19.82,18.01,0,0,1,0,0,Cansado
0.94,0.12,0.31,26.59,16.85,2.31,1,1,0,1,0,Estressado
0.13,0.13,0.18,-1.54,-12.15,-15.18,0,0,1,0,0,Feliz
0.97,0.68,0.51,9.14,5.16,21.28,1,1,0,1,0,Estressado
0.57,0.44,0.14,-12.91,4.32,-29.27,0,1,0,0,1,Estressado
0.19,0.64,0.09,28.01,18.65,20.53,0,0,0,1,0,Feliz
0.44,0.08,0.04,-12.93,2.76,4.39,1,1,1,0,1,Cansado
0.92,0.35,0.07,-17.46,5.76,-12.48,0,0,1,1,0,Triste
0.19,0.83,0.79,22.25,-13.73,27.25,1,0,1,0,1,Triste
0.92,0.25,0.64,10.95,3.17,-21.65,0,0,1,0,1,Cansado
0.92,0.21,0.91,-4.82,-19.58,0.17,1,0,1,1,0,Feliz
0.52,0.45,0.15,-22.56,27.64,24.93,0,1,0,1,1,Neutro
0.16,0.63,0.52,-4.39,7.57,-3.01,0,0,0,0,0,Feliz
0.42,0.92,0.13,-21.0,18.07,11.91,0,1,0,0,1,Feliz
0.36,0.83,0.11,0.63,5.56,-17.36,1,1,1,1,0,Feliz
0.73,0.37,1.0,-25.0,11.45,7.66,1,1,0,1,0,Estressado
0.63,0.59,0.77,-27.35,6.73,22.69,1,0,1,1,1,Triste
0.77,0.85,0.51,11.6,26.44,4.54,1,1,0,1,1,Triste
0.43,0.17,0.71,-17.51,-10.0,25.48,1,1,0,0,0,Feliz
